protocol_id,unknown_service,seed,variant,local_label,service,precision,recall,f1,support
loso_streaming,Streaming,2023,E4_NO_MS,1,Email,0.6923076923076923,0.75,0.72,12
loso_streaming,Streaming,2023,E4_NO_MS,2,File-Transfer,0.68,0.7727272727272727,0.723404255319149,22
loso_streaming,Streaming,2023,E4_NO_MS,3,P2P,0.84,0.84,0.84,50
loso_streaming,Streaming,2023,E4_NO_MS,4,VoIP,1.0,0.875,0.9333333333333332,24
loso_streaming,Streaming,2023,E4_NO_RNN,0,Chat,0.6363636363636364,0.7777777777777778,0.7,9
loso_streaming,Streaming,2023,E4_NO_RNN,1,Email,0.8888888888888888,0.6666666666666666,0.7619047619047619,12
loso_streaming,Streaming,2023,E4_NO_RNN,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2023,E4_NO_RNN,3,P2P,0.8571428571428571,0.84,0.8484848484848485,50
loso_streaming,Streaming,2023,E4_NO_RNN,4,VoIP,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
loso_streaming,Streaming,2023,E4_BASE,0,Chat,0.7,0.7777777777777778,0.7368421052631579,9
loso_streaming,Streaming,2023,E4_BASE,1,Email,0.8181818181818182,0.75,0.782608695652174,12
loso_streaming,Streaming,2023,E4_BASE,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2023,E4_BASE,3,P2P,0.8571428571428571,0.84,0.8484848484848485,50
loso_streaming,Streaming,2023,E4_BASE,4,VoIP,0.9565217391304348,0.9166666666666666,0.9361702127659576,24
loso_streaming,Streaming,2024,E4_FULL,0,Chat,0.7777777777777778,0.7777777777777778,0.7777777777777778,9
loso_streaming,Streaming,2024,E4_FULL,1,Email,0.9,0.75,0.8181818181818182,12
loso_streaming,Streaming,2024,E4_FULL,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2024,E4_FULL,3,P2P,0.84,0.84,0.84,50
loso_streaming,Streaming,2024,E4_FULL,4,VoIP,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
loso_streaming,Streaming,2024,E4_TIME,0,Chat,0.4,0.4444444444444444,0.4210526315789473,9
loso_streaming,Streaming,2024,E4_TIME,1,Email,1.0,0.25,0.4,12
loso_streaming,Streaming,2024,E4_TIME,2,File-Transfer,1.0,0.3636363636363636,0.5333333333333333,22
loso_streaming,Streaming,2024,E4_TIME,3,P2P,0.6338028169014085,0.9,0.743801652892562,50
loso_streaming,Streaming,2024,E4_TIME,4,VoIP,0.8,0.8333333333333334,0.8163265306122449,24
loso_streaming,Streaming,2024,E4_LENGTH,0,Chat,0.75,0.6666666666666666,0.7058823529411765,9
loso_streaming,Streaming,2024,E4_LENGTH,1,Email,0.75,0.75,0.75,12
loso_streaming,Streaming,2024,E4_LENGTH,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2024,E4_LENGTH,3,P2P,0.8297872340425532,0.78,0.8041237113402062,50
loso_streaming,Streaming,2024,E4_LENGTH,4,VoIP,0.8076923076923077,0.875,0.84,24
loso_streaming,Streaming,2024,E4_TIME_LENGTH,0,Chat,0.875,0.7777777777777778,0.8235294117647058,9
loso_streaming,Streaming,2024,E4_TIME_LENGTH,1,Email,0.9,0.75,0.8181818181818182,12
loso_streaming,Streaming,2024,E4_TIME_LENGTH,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2024,E4_TIME_LENGTH,3,P2P,0.8571428571428571,0.84,0.8484848484848485,50
loso_streaming,Streaming,2024,E4_TIME_LENGTH,4,VoIP,0.8846153846153846,0.9583333333333334,0.92,24
loso_streaming,Streaming,2024,E4_NO_MS,0,Chat,0.5833333333333334,0.7777777777777778,0.6666666666666666,9
loso_streaming,Streaming,2024,E4_NO_MS,1,Email,0.875,0.5833333333333334,0.7,12
loso_streaming,Streaming,2024,E4_NO_MS,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2024,E4_NO_MS,3,P2P,0.8571428571428571,0.84,0.8484848484848485,50
loso_streaming,Streaming,2024,E4_NO_MS,4,VoIP,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
loso_streaming,Streaming,2024,E4_NO_RNN,0,Chat,0.7,0.7777777777777778,0.7368421052631579,9
loso_streaming,Streaming,2024,E4_NO_RNN,1,Email,0.9,0.75,0.8181818181818182,12
loso_streaming,Streaming,2024,E4_NO_RNN,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2024,E4_NO_RNN,3,P2P,0.851063829787234,0.8,0.8247422680412371,50
loso_streaming,Streaming,2024,E4_NO_RNN,4,VoIP,0.8846153846153846,0.9583333333333334,0.92,24
loso_streaming,Streaming,2024,E4_BASE,0,Chat,0.7,0.7777777777777778,0.7368421052631579,9
loso_streaming,Streaming,2024,E4_BASE,1,Email,0.9,0.75,0.8181818181818182,12
loso_streaming,Streaming,2024,E4_BASE,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2024,E4_BASE,3,P2P,0.8541666666666666,0.82,0.8367346938775511,50
loso_streaming,Streaming,2024,E4_BASE,4,VoIP,0.92,0.9583333333333334,0.9387755102040816,24
